CustomerID,CustomerName,CustomerEmail,Customernumber,CustomerJoin,CustomerLife,CustomerDOB,CustomerAge,CustomerGender,IsActive,CustomerLastPurchaseDate
102,Gary Olson,garyolson.jpi@gmail.com,699-893-4520,28/07/2016,8,15/07/2017,,M,0,04/06/2024
103,Adriana Myers,adrianamyers.tic@gmail.com,668-609-6362,03/05/2017,7,04/03/2011,,F,1,14/09/2023
104,Jennifer Hernandez,jenniferhernandez.e5k@gmail.com,578-880-5843,12/06/2020,4,04/11/2006,,F,1,20/05/2023
105,George Williams,georgewilliams.mx2@gmail.com,604-502-5942,14/08/2024,0,07/05/2005,,M,0,21/07/2022
106,Diana Parker,dianaparker.1fr@gmail.com,556-326-5226,09/10/2016,8,24/04/2009,,F,1,28/04/2024
107,Amy Davis,amydavis.8ak@gmail.com,245-300-5452,01/08/2022,2,20/11/2007,,F,0,24/01/2023
108,Laura Smith,laurasmith.ruy@gmail.com,922-270-8699,06/02/2022,2,26/10/2010,,F,0,02/03/2023
109,Jeffrey Jackson,jeffreyjackson.usr@gmail.com,959-972-9199,11/08/2020,4,17/09/2004,,M,1,07/04/2024
110,Roy Blevins,royblevins.day@gmail.com,287-883-5852,23/05/2018,6,02/08/1997,,M,1,09/12/2022
111,Raymond Ramsey,raymondramsey.ot8@gmail.com,195-605-7987,12/03/2023,1,18/01/1995,,M,1,15/12/2024
112,Amanda Turner,amandaturner.r9s@gmail.com,119-594-3359,14/06/2015,9,09/08/2000,,F,1,02/06/2024
113,Philip Wells,philipwells.2v3@gmail.com,380-954-6893,01/11/2016,8,10/09/1998,,M,1,17/01/2024
114,Rebecca Fisher,rebeccafisher.dvk@gmail.com,123-127-5957,06/07/2024,0,15/02/2001,,F,1,21/09/2022
115,Cheryl Kent,cherylkent.7rd@gmail.com,613-825-8671,05/08/2022,2,12/11/2017,,F,0,01/12/2022
116,April Wiley,aprilwiley.bkt@gmail.com,791-564-1450,23/10/2015,9,26/08/2000,,F,0,16/01/2023
117,Sara Gibbs,saragibbs.a9v@gmail.com,834-956-7117,24/09/2015,9,14/02/2011,,F,1,05/09/2023
118,John Lynch,johnlynch.7wq@gmail.com,445-608-8992,16/12/2018,6,28/08/1999,,M,0,27/09/2023
119,Jose Wallace,josewallace.oio@gmail.com,864-729-9752,09/07/2021,3,16/08/2007,,M,0,22/04/2024
120,Dustin Jenkins,dustinjenkins.hug@gmail.com,880-293-1635,24/08/2023,1,21/04/2007,,M,0,28/11/2023
121,Jordan Perez,jordanperez.k3v@gmail.com,635-872-3599,28/07/2019,5,05/11/1997,,F,0,01/10/2023
122,Peggy Walsh,peggywalsh.ma1@gmail.com,519-880-3954,02/02/2018,6,05/09/2016,,F,1,08/03/2023
123,Tony Johnson,tonyjohnson.dtd@gmail.com,237-780-6514,06/12/2019,5,01/06/2014,,M,0,15/10/2022
124,Kenneth Poole,kennethpoole.sn4@gmail.com,640-471-7697,12/03/2019,5,16/11/2001,,M,1,24/11/2023
125,Danielle Valenzuela,daniellevalenzuela.057@gmail.com,790-191-6688,03/01/2022,2,14/12/2005,,F,1,14/07/2024
126,Christopher Duncan,christopherduncan.9bz@gmail.com,392-647-2295,16/05/2021,3,05/04/1998,,M,0,02/06/2024
127,Karen Walker,karenwalker.n2a@gmail.com,815-512-8393,20/12/2024,0,18/03/2009,,F,0,13/03/2023
128,Charlene Chavez,charlenechavez.kma@gmail.com,246-864-4523,03/11/2017,7,07/02/2008,,F,1,25/01/2023
129,Jason Koch,jasonkoch.6om@gmail.com,159-916-9814,11/04/2022,2,20/06/1996,,M,1,03/05/2023
130,Melissa Mcfarland,melissamcfarland.5lo@gmail.com,920-584-7526,23/11/2017,7,08/01/2001,,F,0,23/01/2022
131,Adam Watkins,adamwatkins.ypg@gmail.com,283-683-8802,20/08/2018,6,27/11/1996,,M,1,08/04/2023
132,James Solis,jamessolis.4y3@gmail.com,196-625-3855,06/04/2017,7,21/08/2006,,M,0,22/01/2022
133,Julia Simon,juliasimon.lx9@gmail.com,810-442-3722,22/09/2020,4,19/04/2001,,F,1,07/05/2022
134,Melissa Bailey,melissabailey.1pf@gmail.com,529-155-4305,23/12/2015,9,08/12/2014,,F,1,18/06/2023
135,Sarah Bowman,sarahbowman.4nd@gmail.com,780-526-1650,08/10/2015,9,03/01/1995,,F,1,10/01/2023
136,Kayla Diaz,kayladiaz.wat@gmail.com,979-118-8355,13/07/2020,4,11/03/2007,,F,0,04/11/2023
137,Kelli Carter,kellicarter.p62@gmail.com,917-383-2006,28/04/2017,7,15/12/2004,,F,1,22/11/2024
138,Jacob Brown,jacobbrown.wjz@gmail.com,994-345-8920,26/02/2017,7,28/10/2015,,M,0,08/03/2023
139,Mallory Shaw,malloryshaw.61l@gmail.com,446-973-1441,12/04/2024,0,27/12/1998,,F,1,19/12/2022
140,Melissa Rodriguez,melissarodriguez.bzn@gmail.com,866-590-4342,14/01/2018,6,20/10/2001,,F,0,24/11/2024
141,Donna Brown,donnabrown.nwm@gmail.com,580-978-6194,10/12/2021,3,27/08/2004,,F,0,19/07/2024
142,Michael Wood,michaelwood.ifv@gmail.com,988-858-5065,25/08/2022,2,20/09/1995,,M,1,07/10/2022
143,Daniel Rodriguez,danielrodriguez.eyo@gmail.com,156-578-8070,08/01/2022,2,06/08/2005,,M,1,27/06/2024
144,Edwin Thompson,edwinthompson.wgj@gmail.com,806-618-6300,06/03/2020,4,20/01/2015,,M,0,08/08/2023
145,Thomas Campbell,thomascampbell.7rf@gmail.com,452-406-8334,06/08/2021,3,05/08/2016,,M,0,11/05/2022
146,Katherine Davila,katherinedavila.6hz@gmail.com,489-781-8052,03/03/2020,4,09/03/2005,,F,1,17/08/2023
147,Stephanie Dickson,stephaniedickson.6fg@gmail.com,996-322-9863,10/02/2018,6,11/06/2007,,F,1,14/10/2024
148,Maxwell Mccann,maxwellmccann.5hq@gmail.com,205-833-3791,10/11/2016,8,23/08/2005,,M,0,07/10/2022
149,Patricia Miller,patriciamiller.pcl@gmail.com,334-330-2368,03/07/2016,8,12/01/2014,,F,1,01/08/2024
150,Adam Santos,adamsantos.cjq@gmail.com,974-727-3794,17/09/2018,6,23/12/2016,,M,0,14/09/2023
151,James Tucker,jamestucker.66f@gmail.com,108-689-4991,19/03/2015,9,21/03/2017,,M,1,18/06/2022
152,Sarah Price,sarahprice.v5j@gmail.com,631-313-5492,16/10/2022,2,11/02/2001,,F,0,10/11/2023
153,Sarah Rogers,sarahrogers.8d6@gmail.com,582-258-1295,22/02/2018,6,07/09/2003,,F,0,17/12/2022
154,Michael Garcia,michaelgarcia.i7h@gmail.com,681-959-7391,08/04/2022,2,07/06/2011,,M,1,19/02/2023
155,Kelly Fitzgerald,kellyfitzgerald.niz@gmail.com,654-311-5034,25/12/2023,1,10/09/2017,,F,1,13/03/2023
156,Ashley Johnson,ashleyjohnson.dwa@gmail.com,548-880-7792,08/06/2015,9,06/02/2009,,F,0,03/02/2023
157,Megan Davis,megandavis.yb8@gmail.com,203-998-1239,08/02/2016,8,11/02/2012,,F,0,03/09/2022
158,Kim Stafford,kimstafford.tui@gmail.com,482-341-6872,20/03/2017,7,11/09/2011,,F,0,21/04/2022
159,Shirley Smith,shirleysmith.4pf@gmail.com,815-835-3907,09/10/2021,3,04/02/1995,,F,0,01/12/2023
160,Sarah Frank,sarahfrank.63x@gmail.com,179-734-4513,22/06/2021,3,27/06/2015,,F,1,04/05/2024
161,Michael Johnson,michaeljohnson.cg7@gmail.com,242-283-9394,16/01/2018,6,20/08/2017,,M,1,22/03/2022
162,Ronald Dennis,ronalddennis.byk@gmail.com,295-843-6359,13/02/2019,5,12/07/2001,,M,0,02/11/2023
163,Derek Jones,derekjones.9wm@gmail.com,483-904-1585,06/12/2024,0,06/12/2007,,M,1,21/06/2023
164,John Jackson,johnjackson.gy4@gmail.com,510-989-6288,24/09/2024,0,18/03/2008,,M,0,12/12/2023
165,Calvin Cortez,calvincortez.biz@gmail.com,608-103-3610,11/06/2022,2,05/12/2016,,M,0,17/01/2024
166,Lisa Lopez,lisalopez.h0w@gmail.com,462-212-8603,19/07/2018,6,17/06/1995,,F,1,21/07/2023
167,Tyler Garcia,tylergarcia.xtf@gmail.com,867-120-9753,25/09/2017,7,27/08/2017,,M,0,22/05/2024
168,Shelby Wong,shelbywong.5t6@gmail.com,553-789-3789,15/02/2018,6,03/08/2013,,F,1,10/04/2022
169,Reginald Davis,reginalddavis.kyt@gmail.com,549-414-4347,05/11/2015,9,14/10/2016,,M,1,18/12/2024
170,Lisa Andrews,lisaandrews.977@gmail.com,774-163-9046,09/07/2018,6,16/11/2005,,F,0,22/10/2024
171,Kathleen Morgan,kathleenmorgan.w89@gmail.com,491-446-8087,05/06/2020,4,18/10/2004,,F,1,05/11/2024
172,Denise Ward,deniseward.xn6@gmail.com,408-665-5819,07/01/2020,4,07/03/2003,,F,1,22/03/2022
173,Tony Mckinney,tonymckinney.rfo@gmail.com,167-602-7290,11/01/2021,3,03/12/2010,,M,1,19/05/2023
174,Duane Richardson,duanerichardson.px1@gmail.com,318-554-9328,03/02/2015,9,08/01/2008,,M,0,15/06/2023
175,Michael English,michaelenglish.drd@gmail.com,860-365-5045,04/12/2017,7,23/01/2002,,M,1,10/12/2022
176,Kayla Gonzalez,kaylagonzalez.k7p@gmail.com,278-784-2230,05/01/2016,8,28/08/2000,,F,1,25/08/2022
177,Monica Sutton,monicasutton.pn8@gmail.com,185-857-8837,14/10/2018,6,23/08/2007,,F,1,23/09/2022
178,Olivia Dominguez,oliviadominguez.5fi@gmail.com,774-915-5885,11/05/2020,4,19/01/2010,,F,1,26/01/2022
179,Tina Smith,tinasmith.7t2@gmail.com,268-606-2598,13/01/2018,6,22/01/2004,,F,0,20/08/2024
180,Breanna Morris,breannamorris.4dd@gmail.com,908-175-5118,25/03/2015,9,01/07/2017,,F,0,23/07/2023
181,Edward Wolfe,edwardwolfe.duu@gmail.com,244-588-4054,07/10/2023,1,02/05/2005,,M,0,19/03/2024
182,Jeffrey Morrison,jeffreymorrison.088@gmail.com,631-728-2764,23/10/2021,3,03/08/1996,,M,0,21/11/2022
183,Michael Henderson,michaelhenderson.vu4@gmail.com,996-196-1290,17/07/2021,3,25/01/2013,,M,0,02/09/2024
184,Kelsey Thomas,kelseythomas.j5f@gmail.com,902-205-2884,15/07/2020,4,15/09/2015,,F,0,21/02/2024
185,Adam Carter,adamcarter.t70@gmail.com,977-455-2329,08/09/2019,5,01/03/2001,,M,1,01/05/2022
186,Rachel Brewer,rachelbrewer.nw6@gmail.com,552-223-5818,08/03/2021,3,04/09/2014,,F,0,24/02/2022
187,Robert Houston,roberthouston.bfc@gmail.com,898-264-4457,16/11/2021,3,13/06/2007,,M,1,19/12/2024
188,Brady Lopez,bradylopez.nhg@gmail.com,415-956-1222,08/05/2016,8,14/09/2013,,M,0,20/07/2022
189,Joshua Davis,joshuadavis.cyl@gmail.com,804-741-2863,05/12/2024,0,27/12/2002,,M,0,03/04/2022
190,Mary Jackson,maryjackson.mlh@gmail.com,280-605-7193,04/04/2022,2,28/06/2014,,F,1,28/01/2023
191,Richard Anderson,richardanderson.x3i@gmail.com,650-361-6032,14/07/2020,4,20/07/2017,,M,0,11/08/2023
192,Sarah Mayo,sarahmayo.1nf@gmail.com,671-358-4476,05/07/2015,9,14/06/2013,,F,0,20/06/2024
193,Richard Brown,richardbrown.8m6@gmail.com,298-762-9699,21/12/2022,2,11/05/2005,,M,0,15/04/2024
194,Glenn Marsh,glennmarsh.2c4@gmail.com,114-608-2288,21/01/2020,4,19/05/2010,,M,0,22/12/2022
195,Lisa Curtis,lisacurtis.b9i@gmail.com,938-410-5127,20/06/2023,1,28/09/1995,,F,1,03/05/2023
196,Ronald Haynes,ronaldhaynes.604@gmail.com,886-723-6169,11/04/2015,9,14/11/2015,,M,1,20/11/2024
197,Joseph Koch,josephkoch.kc0@gmail.com,788-884-8227,21/07/2016,8,23/10/2009,,M,0,21/06/2024
198,Alexandra Roberts,alexandraroberts.d9s@gmail.com,325-601-2018,24/10/2015,9,03/06/2004,,F,1,14/05/2023
199,Jennifer Rosario,jenniferrosario.uud@gmail.com,513-513-6223,08/07/2023,1,23/06/2001,,F,0,21/07/2022
200,Brian Rodriguez,brianrodriguez.nk8@gmail.com,392-950-1465,20/09/2015,9,12/06/2008,,M,1,22/05/2023
201,Donald Dean,donalddean.d5z@gmail.com,514-889-7909,22/09/2019,5,22/08/2015,,M,0,05/09/2022
202,Debra Rosario,debrarosario.wv0@gmail.com,579-202-1614,28/11/2020,4,28/12/2015,,F,0,17/09/2022
203,Veronica Wang,veronicawang.4ge@gmail.com,419-612-9938,14/08/2019,5,23/12/2004,,F,1,21/01/2022
204,Natalie Daugherty,nataliedaugherty.sh0@gmail.com,569-111-1058,12/11/2015,9,10/11/2016,,F,0,20/02/2022
205,Megan Park,meganpark.mlr@gmail.com,113-474-4581,01/05/2020,4,12/12/2011,,F,1,23/03/2023
206,Tammy Mcmahon,tammymcmahon.qy6@gmail.com,868-108-9765,24/02/2022,2,20/03/2013,,F,1,07/08/2022
207,Deborah Hamilton,deborahhamilton.uo0@gmail.com,521-385-5262,21/01/2023,1,17/07/2002,,F,0,18/02/2022
208,Tina Klein,tinaklein.hkb@gmail.com,857-617-5485,06/08/2020,4,15/04/2016,,F,1,25/08/2022
209,Robin Robinson,robinrobinson.lwa@gmail.com,222-613-9762,18/04/2017,7,23/02/1996,,F,0,22/07/2023
210,Daniel Acevedo,danielacevedo.701@gmail.com,100-809-9891,18/01/2024,0,02/12/2009,,M,1,21/05/2023
211,Stephen Lawson,stephenlawson.zte@gmail.com,497-806-6083,27/06/2016,8,17/05/1995,,M,1,10/11/2022
212,John Leon,johnleon.059@gmail.com,599-679-5668,20/10/2020,4,25/05/2011,,M,1,11/09/2022
213,Mark Lopez,marklopez.90t@gmail.com,334-491-3685,02/12/2021,3,18/07/2004,,M,0,05/11/2024
214,Amber Hays,amberhays.8e1@gmail.com,839-461-3363,16/06/2016,8,15/03/2005,,F,0,25/11/2023
215,Theresa Hall,theresahall.tp1@gmail.com,673-311-4183,08/11/2022,2,18/09/2008,,F,1,03/06/2023
216,Paul Dixon,pauldixon.75y@gmail.com,329-402-7261,06/02/2016,8,11/09/1996,,M,0,17/09/2022
217,Abigail Hunter,abigailhunter.dja@gmail.com,937-963-9603,09/07/2022,2,21/02/2007,,F,0,01/11/2024
218,Charles Wilson,charleswilson.24g@gmail.com,784-449-7253,02/08/2023,1,09/07/1997,,M,1,07/07/2022
219,Alejandra Meadows,alejandrameadows.497@gmail.com,885-819-3361,06/11/2015,9,12/05/2004,,F,1,15/08/2024
220,Lisa Pineda,lisapineda.oyt@gmail.com,190-371-2339,08/06/2019,5,22/02/2001,,F,1,25/06/2023
221,Eric Smith,ericsmith.irw@gmail.com,129-168-4817,25/12/2016,8,10/07/2012,,M,1,19/05/2024
222,John White,johnwhite.pw3@gmail.com,330-376-4532,20/02/2017,7,13/10/1996,,M,0,02/01/2024
223,Kenneth Colon,kennethcolon.ym4@gmail.com,756-446-9729,23/10/2022,2,05/02/1998,,M,1,25/05/2023
224,Diane Jimenez,dianejimenez.wkp@gmail.com,360-710-5124,03/07/2016,8,02/01/1999,,F,1,21/03/2024
